"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Untitled","Yves Tanguy","5804","(American, born France. 1900–1955)","(American)","(1900)","(1955)","(Male)","1939","Ink on paper","12 3/8 x 9"" (31.4 x 23.1 cm)","Kay Sage Tanguy Bequest","437.1963","Drawing","Drawings & Prints",1963-10-08,"Y",36888,"http://www.moma.org/collection/works/36888","http://www.moma.org/media/W1siZiIsIjMzOTI5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7fa7c3760e3b8df7",NA,NA,NA,31.4,NA,NA,22.9,NA,NA
"Goddess Head/Soft from Femfolio","Mary Beth Edelson","34727","(American, born 1933)","(American)","(1933)","(0)","(Female)","2007, published 2009","Digital print from a portfolio of nineteen digital prints (twelve with lithograph, one with pochoir, one with hand coloring, and one with gold dusting) and one lithograph","composition: 11 15/16 x 11 15/16"" (30.4 x 30.4 cm); sheet: 11 15/16 x 11 15/16"" (30.4 x 30.4 cm)","Gift of Ann and Lee Fensterstock in honor of Momenta Art","113.2010.5","Print","Drawings & Prints",2010-03-09,"Y",134564,"http://www.moma.org/collection/works/134564","http://www.moma.org/media/W1siZiIsIjE4OTU5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78b17a377ef2e6fa",NA,NA,NA,30.4,NA,NA,30.4,NA,NA
"SANATORIUM IV (Saint-Hilaire)","Josef Gielniak","2149","(Polish, 1932–1972)","(Polish)","(1932)","(1972)","(Male)","1958","Linoleum cut, printed in black","Sheet 13 7/8 x 18 3/8"" (35.2 x 46.7 cm) Comp.  7 7/8 x 10 3/8"" (20.0 x 26.4 cm)","Gift of Dr. and Mrs. Arthur Lejwa","409.1961","Print","Drawings & Prints",1961-12-13,"N",68610,NA,NA,NA,NA,NA,20,NA,NA,26.4,NA,NA
"Barber Shop through Screen Door--McClellanville, South Carolina","Robert Frank","1973","(American, born Switzerland.1924–2019)","(American)","(1924)","(2019)","(Male)","1955","Gelatin silver print","10 1/8 × 16 1/8"" (25.7 × 41 cm)","John Spencer Fund","53.1975","Photograph","Photography",1975-02-12,"N",45034,NA,NA,NA,NA,NA,25.7,NA,NA,41,NA,NA
"Alfred Wolmark","Henri Gaudier-Brzeska","2097","(French, 1891–1915)","(French)","(1891)","(1915)","(Male)","1913","Pencil on paper","14 x 10"" (35.6 x 25.3 cm)","L-B Foundation Fund","469.1980","Drawing","Drawings & Prints",1980-05-13,"Y",37064,"http://www.moma.org/collection/works/37064","http://www.moma.org/media/W1siZiIsIjQyMDgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5fba5a52805039c8",NA,NA,NA,35.6,NA,NA,25.4,NA,NA
"Chesed","Carol Bove","28570","(American, born Switzerland 1971)","(American)","(1971)","(0)","(Female)","2013","I-beams","32 x 72 1/4 x 27 1/2"" (81.3 x 183.5 x 69.9 cm)","Gift of The Jill and Peter Kraus Endowed Fund for Contemporary Acquisitions, Michael Ovitz, Marlene Hess and James D. Zirin, Marie-Josée and Henry Kravis, and the Speyer Family Foundation","730.2013","Sculpture","Painting & Sculpture",2013-10-07,"Y",169933,"http://www.moma.org/collection/works/169933","http://www.moma.org/media/W1siZiIsIjI2NjQ0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d5134d23757299ee",NA,69.8501397003,NA,81.2801625603,NA,NA,183.5153670307,NA,NA
"Untitled from Favorite Objects","Christian Boltanski","649","(French, born 1944)","(French)","(1944)","(0)","(Male)","1998","One from a portfolio of 264 color Xeroxes","composition: 10 13/16 x 8 5/16"" (27.4 x 21.1 cm); sheet: 11 x 8 9/16"" (28 x 21.7 cm)","Gift of Lee and Ann Fensterstock, in honor of their daughters, Kate and Jane","155.1999.85","Print","Drawings & Prints",1999-05-20,"N",134012,NA,NA,NA,NA,NA,27.4,NA,NA,21.1,NA,NA
"Untitled, no. 5 of 8, from the untitled hologram series","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1998-2014","Hologram","11 × 14"" (27.9 × 35.6 cm)",NA,"171.2018.5","Multiple","Drawings & Prints",2018-03-21,"Y",289733,"http://www.moma.org/collection/works/289733","http://www.moma.org/media/W1siZiIsIjQ1OTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d27117c28017e1e",NA,NA,NA,27.9400558801,NA,NA,35.5600711201,NA,NA
"Demonstration 1, Demonstration 2 (freedom cannot be simulated), and Untitled (a moment of life concretely and deliberately constructed...) from the Museum in Progress project Speed & Slowness","Rirkrit Tiravanija","7479","(Thai, born Argentina 1961)","(Thai)","(1961)","(0)","(Male)","(journals published October 2003 through June 2004)","Three lithographs, offset printed","Each sheet: 16 9/16 x 11 5/8"" (42 x 29.5 cm)","Linda Barth Goldstein Fund","514.2006.345a-c","Print","Drawings & Prints",2006-06-01,"N",115041,NA,NA,NA,NA,NA,42,NA,NA,29.5,NA,NA
"I AM HE WHOM I HAVE SOUGHT, plate 8 (page 85) from THE LOVING SHEPHERDESS","Jean Kellogg","3046","(American, 1910–1995)","(American)","(1910)","(1995)","(Female)","1956","Etching with roulette, printed in black","plate  6 15/16 x 4 15/16"" (17.7 x 12.5 cm)","Purchase","639.1956.8","Illustrated Book","Drawings & Prints",1956-12-19,"N",19848,NA,NA,NA,NA,NA,17.7,NA,NA,12.5,NA,NA
"In-text plate (page 32) from UNE AVENTURE METHODIQUE","Georges Braque","744","(French, 1882–1963)","(French)","(1882)","(1963)","(Male)","1949-1950","Lithograph, printed in black","irreg. composition  3 1/4 x 7 3/8"" (8.2 x 18.8 cm)","The Louis E. Stern Collection","708.1964.11","Illustrated Book","Drawings & Prints",1964-10-06,"N",21985,NA,NA,NA,NA,NA,8.2,NA,NA,18.8,NA,NA
"Hollywood Study","Edward Ruscha","5086","(American, born 1937)","(American)","(1937)","(0)","(Male)","1968","Gouache, cut-and-pasted paper, charcoal, and pencil on paper","7 x 21 3/4"" (17.5 x 55.5 cm)","Gift of the artist","396.1999","Drawing","Drawings & Prints",1999-10-21,"Y",36653,"http://www.moma.org/collection/works/36653","http://www.moma.org/media/W1siZiIsIjcxNjAzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=04bc74ddd393a323",NA,NA,NA,17.8,NA,NA,55.2,NA,NA
"Harlem","Luigi Ghirri","39882","(Italian, 1943–1992)","(Italian)","(1943)","(1992)","(Male)","1970s","Chromogenic color print","4 3/4 × 7"" (12 × 17.8 cm)","Gift of the artist","453.2013.31","Photograph","Photography",2013-05-09,"Y",165422,"http://www.moma.org/collection/works/165422","http://www.moma.org/media/W1siZiIsIjI3MTg1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ac42221d35c520d3",NA,NA,NA,12,NA,NA,17.8,NA,NA
"Mongolian Male Head","John Thomson","5863","(British, 1837–1921)","(British)","(1837)","(1921)","(Male)","1873","Collotype","18 9/16 × 13 3/8"" (47.2 × 34 cm)
3 1/16 × 2 3/8"" (7.8 × 6 cm)","Gift of Warner Communications, Inc.","53.1981.73","Photograph","Photography",1981-02-26,"N",92675,NA,NA,NA,NA,NA,47.2,NA,NA,34,NA,NA
"Dromos Indiana: Biology and Mechanics","Francesc Torres","35507","(Spanish, born 1948)","(Spanish)","(1948)","(0)","(Male)","1989","Video (color, sound)","43:05 min.","Gift of the Checkerboard Foundation","742.1994","Video","Media and Performance",1994-09-14,"Y",120313,"http://www.moma.org/collection/works/120313",NA,NA,NA,NA,NA,NA,NA,NA,NA,2585
"Untitled from Favorite Objects","Christian Boltanski","649","(French, born 1944)","(French)","(1944)","(0)","(Male)","1998","One from a portfolio of 264 color Xeroxes","composition: 10 13/16 x 8 5/16"" (27.4 x 21.1 cm); sheet: 11 x 8 9/16"" (28 x 21.7 cm)","Gift of Lee and Ann Fensterstock, in honor of their daughters, Kate and Jane","155.1999.84","Print","Drawings & Prints",1999-05-20,"N",134011,NA,NA,NA,NA,NA,27.4,NA,NA,21.1,NA,NA
"Untitled from Flare","Thomas Nozkowski","4344","(American, 1944–2019)","(American)","(1944)","(2019)","(Male)","2009","One from an illustrated book with ten etchings","page (each): 8 7/16 x 12 13/16"" (21.5 x 32.5 cm); overall (closed): 8 9/16 x 13 1/16 x 7/8"" (21.7 x 33.2 x 2.3 cm)","Gift of Yale University Art Gallery","428.2010.10","Illustrated Book","Drawings & Prints",2010-06-09,"N",156949,NA,NA,NA,NA,NA,21.5,NA,NA,32.5,NA,NA
"Headpiece (page 99) from LES HOMMES ABANDONNÉS","Maurice de Vlaminck","6177","(French, 1876–1958)","(French)","(1876)","(1958)","(Male)","1927","Lithograph, printed in black","irreg. composition  4 x 6 1/4"" (10.2 x 15.9 cm)","The Louis E. Stern Collection","1084.1964.15","Illustrated Book","Drawings & Prints",1964-10-06,"N",31396,NA,NA,NA,NA,NA,10.2,NA,NA,15.9,NA,NA
"Coming Attractions, Bristolville, Ohio","Jacob Gayer","38158","(American, 1884–1969)","(American)","(1884)","(1969)","(Male)","c. 1928","Chromogenic color print from autochrome, printed 2010","9 7/8 × 13"" (25.1 × 33 cm)
","David H. McAlpin Fund","358.2010","Photograph","Photography",2010-05-12,"Y",136081,"http://www.moma.org/collection/works/136081","http://www.moma.org/media/W1siZiIsIjE5NzI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aae4a50c29d451be",NA,NA,NA,25.0825501651,NA,NA,33.0200660401,NA,NA
"THE NORTH SHORE OF THE DEAD SEA (Plate 25)","Francis Frith","2015","(British, 1822–1898)","(British)","(1822)","(1898)","(Male)","1857","Albumen silver print","6 1/4 × 9 1/8"" (15.9 × 23.2 cm)","Acquired by exchange with George Eastman House","41.1974.26","Photograph","Photography",NA,"N",44551,NA,NA,NA,NA,NA,15.9,NA,NA,23.2,NA,NA
"Red Lake, Minnesota","Jerome Liebling","3549","(American, 1924–2011)","(American)","(1924)","(2011)","(Male)","1955","Gelatin silver print","9 1/2 × 12 5/8"" (24.2 × 32.1 cm)","Exchange","90.1977","Photograph","Photography",1977-03-10,"Y",46054,"http://www.moma.org/collection/works/46054","http://www.moma.org/media/W1siZiIsIjE4ODQxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9adc4a9667a4bcc8",NA,NA,NA,24.2,NA,NA,32.1,NA,NA
"The Realtor","Charles Locke","3579","(American, 1899–1983)","(American)","(1899)","(1983)","(Male)",NA,"Lithograph","Comp. 8 3/8 x 5 5/16"" (21.2 x 13.4 cm)","Gift of Abby Aldrich Rockefeller","1172.1940","Print","Drawings & Prints",1940-04-05,"N",75907,NA,NA,NA,NA,NA,21.2,NA,NA,13.4,NA,NA
"Return of the Secaucus Seven","John Sayles","32361","(American, born 1950)","(American)","(1950)","(0)","(Male)","1980","35mm film (color, sound)","110 min.","Gift of IFC Films.","F2332","Film","Film",2009-09-24,"N",133437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6600
"Aerial View: Downed Trees - 8 miles NW of Mt. St. Helens, Washington","Frank Gohlke","2207","(American, born 1942)","(American)","(1942)","(0)","(Male)","1981","Gelatin silver print
","14 × 17 3/16"" (35.5 × 43.7 cm)","Gift of Pauline Marks","864.2005","Photograph","Photography",2005-10-20,"N",101480,NA,NA,NA,NA,NA,35.5,NA,NA,43.7,NA,NA
"Playthings of the Prince","Giorgio de Chirico","1106","(Italian, born Greece. 1888–1978)","(Italian)","(1888)","(1978)","(Male)","fall 1915","Oil on canvas","21 7/8 x 10 1/4"" (55.4 x 25.9 cm)","Gift of Pierre Matisse in memory of Patricia Kane Matisse","462.1978","Painting","Painting & Sculpture",1978-06-13,"Y",79783,"http://www.moma.org/collection/works/79783","http://www.moma.org/media/W1siZiIsIjMyMjc2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95683ab5d384fd84",NA,NA,NA,55.4,NA,NA,25.9,NA,NA
"Headpiece (page 97) from PROMÈTHEUS","František Kupka","3302","(Czech, 1871–1957)","(Czech)","(1871)","(1957)","(Male)","1908-1924","Soft ground etching, printed in black","irreg. composition  4 5/16 x 4 11/16"" (10.9 x 11.9 cm)",NA,"311.1966.34","Illustrated Book","Drawings & Prints",1966-05-10,"N",15304,NA,NA,NA,NA,NA,10.9,NA,NA,11.9,NA,NA
"Patriotic propaganda postcards with verse by Vladimir Mayakovsky","Kazimir Malevich","3710","(Russian, born Ukraine. 1878–1935)","(Russian)","(1878)","(1935)","(Male)","1914","6 postcards with lithographed illustrations","Sheet: 5 9/16 x 3 9/16"" (14.2 x 9 cm) (each)","Gift of The Judith Rothschild Foundation","896.2001.6","Illustrated Book","Drawings & Prints",2001-01-24,"N",161660,NA,NA,NA,NA,NA,14.2,NA,NA,9,NA,NA
"In-text plate (page 92) from Pasiphaé: Chant de Minos (Les Crétois)","Henri Matisse","3832","(French, 1869–1954)","(French)","(1869)","(1954)","(Male)","1943–44, published 1944","Linoleum cut from an illustrated book with 51 linoleum cuts (including wrapper)","composition: 2 1/2 x 6 5/8"" (6.4 x 16.8 cm); page: 12 5/8 × 9 3/4"" (32 × 24.8 cm)","The Louis E. Stern Collection","926.1964.31","Illustrated Book","Drawings & Prints",1964-10-06,"Y",28326,"http://www.moma.org/collection/works/28326","http://www.moma.org/media/W1siZiIsIjIzNDI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbd015111656329f",NA,NA,NA,6.4,NA,NA,16.8,NA,NA
"Variant of headpiece from page 1 with +remarque- (supplementary suite, plate 6) from LYSISTRATA","František Kupka","3302","(Czech, 1871–1957)","(Czech)","(1871)","(1957)","(Male)","1908-1911","Etching, printed in color","irreg. composition  7 3/8 x 5"" (18.8 x 12.7 cm)",NA,"310.1966.40","Illustrated Book","Drawings & Prints",1966-05-10,"N",15215,NA,NA,NA,NA,NA,18.8,NA,NA,12.7,NA,NA
"Angeline Beloff","Diego Rivera","4942","(Mexican, 1886–1957)","(Mexican)","(1886)","(1957)","(Male)","December 1917","Pencil on paper","13 1/4 x 10"" (33.7 x 25.4 cm)","Gift of Mrs. Wolfgang Schoenborn in honor of René d'Harnoncourt","36.1975","Drawing","Drawings & Prints",1975-01-24,"Y",33433,"http://www.moma.org/collection/works/33433","http://www.moma.org/media/W1siZiIsIjIxMDA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c5de3d74e60e538",NA,NA,NA,33.7,NA,NA,25.4,NA,NA
"Surface Series from Currents","Robert Rauschenberg","4823","(American, 1925–2008)","(American)","(1925)","(2008)","(Male)","1970","One from a portfolio of 18 screenprints","composition: 35 1/16 x 35 1/16"" (89 x 89 cm); sheet: 40 x 40"" (101.6 x 101.6 cm)
","Gift of the artist","307.2008.5","Print","Drawings & Prints",2008-03-12,"Y",145831,"http://www.moma.org/collection/works/145831","http://www.moma.org/media/W1siZiIsIjIxMjUzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da5b9207750698d2",NA,NA,NA,101.6002032004,NA,NA,101.6002032004,NA,NA
"Fluxus 1","Various Artists","24409",NA,"()","(0)","(0)","()","c. 1966","Book with offset, metal bolts and stamped ink, containing objects in various media, in wood box",NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","3083.2008.21","Illustrated Book","Drawings & Prints",NA,"N",283787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protecting the Homeland","Riiko Sakkinen","28784","(Finnish, born 1976)","(Finnish)","(1976)","(0)","(Male)","2003","Felt-tip pen and pencil on paper","11 5/8 x 8 1/4"" (29.5 x 21 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift","2954.2005","Drawing","Drawings & Prints",2005-05-10,"Y",97236,"http://www.moma.org/collection/works/97236","http://www.moma.org/media/W1siZiIsIjIwMzA3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=476e45529d260461",NA,NA,NA,29.5276,NA,NA,20.955,NA,NA
"Dust from Home Is a Foreign Place","Zarina","6549","(American, born India. 1937–2020)","(American)","(1937)","(2020)","(Female)","1999","One from a portfolio of thirty-six woodcuts with letterpress additions, mounted on paper","composition: 8 x 6"" (20.3 x 15.2 cm); sheet: 16 x 13"" (40.7 x 33 cm)","Acquired through the generosity of Marie-Josée and Henry R. Kravis in honor of Edgar Wachenheim III","1371.2009.29","Print","Drawings & Prints",2009-11-17,"Y",136040,"http://www.moma.org/collection/works/136040","http://www.moma.org/media/W1siZiIsIjE3ODM1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=83608edbbe82637e",NA,NA,NA,20.3200406401,NA,NA,15.2400304801,NA,NA
"Have you seen my language?","Matt Keegan","48637","(American, born 1976)","(American)","(1976)","(0)","(Male)","2016","Chromogenic color print","20 5/8 × 15 5/8"" (52.4 × 39.7 cm)","Committee on Photography Fund","256.2018.37","Photograph","Photography",2018-05-17,"Y",290493,"http://www.moma.org/collection/works/290493","http://www.moma.org/media/W1siZiIsIjQzNzg3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d255be0aa4575b5",NA,NA,NA,52.3876047752,NA,NA,39.6875793752,NA,NA
"Vom Licht","Günther Uecker","5999","(German, born 1930)","(German)","(1930)","(0)","(Male)","1973","Illustrated book with twelve inkless embossings","page (each, unfolded): 20 1/16 x 40 1/16"" (51 x 101.8 cm); prints: various dimensions","Mrs. Stanley Resor Fund (by exchange)","283.1974.1-12","Illustrated Book","Drawings & Prints",1974-04-23,"Y",14563,"http://www.moma.org/collection/works/14563",NA,NA,NA,NA,51,NA,NA,101.8,NA,NA
"Balcony, Valencia","Robert Frank","1973","(American, born Switzerland.1924–2019)","(American)","(1924)","(2019)","(Male)","1952","Gelatin silver print","9 1/8 × 13 1/16"" (23.2 × 33.1 cm)","Gift of Edward Steichen","354.1981.18","Photograph","Photography",1981-10-15,"N",51569,NA,NA,NA,NA,NA,23.2,NA,NA,33.1,NA,NA
"Untitled (Skull)","Jake Berthot","529","(American, 1939–2014)","(American)","(1939)","(2014)","(Male)","1980","Synthetic polymer paint with ink, colored ink, and pencil on prepared paper","6 5/8 x 5 1/2"" (16.9 x 14 cm)","Louis and Bessie Adler Foundation Fund, Seymour M. Klein, President","698.1980","Drawing","Drawings & Prints",1980-12-18,"Y",37804,"http://www.moma.org/collection/works/37804","http://www.moma.org/media/W1siZiIsIjk1NTcxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=4820b56380a4e111",NA,NA,NA,16.8,NA,NA,14,NA,NA
"The Boy Who Left Home to Learn Fear: The Bell Tower (in-text plate, folio 30) from Six Fairy Tales","David Hockney","2678","(British, born 1937)","(British)","(1937)","(0)","(Male)","1969, published 1970","Etching and aquatint from an illustrated book with thirty-nine etchings (twenty-six with aquatint and five with drypoint and aquatint)","plate: 10 13/16 x 6 7/8"" (27.4 x 17.4 cm); page: 17 11/16 × 12 3/16"" (45 × 31 cm)","Monroe Wheeler Fund","312.1972.A19","Illustrated Book","Drawings & Prints",1972-10-05,"N",15353,NA,NA,NA,NA,NA,27.4,NA,NA,17.4,NA,NA
"Poster for House of Dust, CalArts, October 21, 1970",NA,NA,NA,NA,NA,NA,NA,"1970","Screenprint","sheet: 15 x 22 1/2"" (38.1 x 57.2 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","4182.2008","Print","Drawings & Prints",2008-10-08,"N",136296,NA,NA,NA,NA,NA,38.1000762002,NA,NA,57.1501143002,NA,NA
"Duplicate of plate from page 14 from Le Coeur à Gaz","Sonia Delaunay-Terk","1480","(French, born Ukraine. 1885–1979)","(French)","(1885)","(1979)","(Female)","1923, published 1977","Lithograph from a supplementary suite of seven lithographs","composition (irreg.): 13 5/8 × 6 3/4"" (34.6 × 17.1 cm); sheet: 17 5/8 × 8 5/8"" (44.7 × 21.9 cm)","Anonymous gift","661.1978.B02","Illustrated Book","Drawings & Prints",1978-10-17,"N",20045,NA,NA,NA,NA,NA,34.6,NA,NA,17.1,NA,NA
"United Silk-Weaving Mills, Krefeld: conference room furnishings (Frontal and lateral elevations. Metal fittings for conference tables. 
)","Lilly Reich","8059","(German, 1885–1947)","(German)","(1885)","(1947)","(Female)","1939","Pencil on tracing paper","13 3/4 x 26"" (34.9 x 66 cm)","Lilly Reich Collection, Mies van der Rohe Archive","R17.3","Mies van der Rohe Archive","Architecture & Design",NA,"N",149557,NA,NA,NA,NA,NA,34.9250698501,NA,NA,66.0401320803,NA,NA
"Orchids","Olivia Parker","4502","(American, born 1941)","(American)","(1941)","(0)","(Female)","1976","Gelatin silver print","6 7/8 × 4 7/8"" (17.6 × 12.5 cm)","Gift of Mary Pratt and Brent Sikkema","520.1980.5","Photograph","Photography",1980-10-23,"Y",54660,"http://www.moma.org/collection/works/54660",NA,NA,NA,NA,17.6,NA,NA,12.5,NA,NA
"Cocktail Table (model 5031)","Neal Small","5475","(American, born 1937)","(American)","(1937)","(0)","(Male)","1968","Plexiglass","16 x 36 1/2 x 36 1/2"" (40.6 x 92.7 x 92.7 cm)","Lily Auchincloss Fund","1234.1968","Design","Architecture & Design",1968-10-07,"Y",4616,"http://www.moma.org/collection/works/4616","http://www.moma.org/media/W1siZiIsIjIzMDA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0a40a957f668a396",NA,92.7102,NA,40.6401,NA,NA,92.7102,NA,NA
"In-text plate (page 11) from L'Évangile (The Gospel)","Léo Marchutz","3753","(French, 1903–1976)","(French)","(1903)","(1976)","(Male)","1947–49, published 1949","Lithograph from an illustrated book with eighty-six lithographs (including wrapper) and a supplementary suite of four drawings","composition (irreg.): 5 5/16 × 6 15/16"" (13.5 × 17.7 cm); page: 12 5/16 × 9 13/16"" (31.3 × 24.9 cm)","The Louis E. Stern Collection","912.1964.10","Illustrated Book","Drawings & Prints",1964-10-06,"Y",28007,"http://www.moma.org/collection/works/28007",NA,NA,NA,NA,13.5,NA,NA,17.7,NA,NA
"Plate (page 28) from PRIÉRE SUR L'ACROPOLE","Robert Couturier","1277","(French, 1905–2008)","(French)","(1905)","(2008)","(Male)","1946",NA,"irreg. composition  5 3/4 x 3 3/16"" (14.7 x 8.1 cm)","Gift of Henri Jonquières","281.1948.8","Illustrated Book","Drawings & Prints",1948-10-06,"N",14515,NA,NA,NA,NA,NA,14.7,NA,NA,8.1,NA,NA
"Hands Washing","Tina Modotti","4039","(Italian, 1896–1942)","(Italian)","(1896)","(1942)","(Female)","c. 1927","Gelatin silver print","7 3/8 × 8 15/16"" (18.8 × 22.8 cm)","Anonymous gift","96.1964","Photograph","Photography",1964-01-07,"Y",46201,"http://www.moma.org/collection/works/46201","http://www.moma.org/media/W1siZiIsIjE3NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=741117b50bdaba7f",NA,NA,NA,18.8,NA,NA,22.8,NA,NA
"Plate II (suite of first states) from L'INSTANT FATAL","Mario Prassinos","4721","(French, 1916–1985)","(French)","(1916)","(1985)","(Male)","1946","Drypoint, aquatint, and engraving, printed in black","plate  12 1/16 x 9 3/8"" (30.6 x 23.8 cm)","Gift of Victor S. Riesenfeld","361.1948.2","Illustrated Book","Drawings & Prints",1948-10-06,"N",16231,NA,NA,NA,NA,NA,30.6,NA,NA,23.8,NA,NA
