id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
302,43,Honolulu,Frozenfood,19,Bo,32,6,890.45,529.04,23,20.70813953,148.4083333,671
303,419,Orlando,Clothes,45,Veina,135,24,1895.13,935.57,1,4.522983294,78.96375,791
304,83,Jersey,Baby,34,Veina,57,10,959.32,324.15,2,11.55807229,95.932,570
305,130,Honolulu,Frozenfood,40,Bo,71,18,1250.21,512.22,2,9.617,69.45611111,820
306,162,Seattle,Frozenfood,38,Bo,103,12,1645.16,1097.23,2,10.15530864,137.0966667,1084
307,169,Honolulu,Alcohol,41,Bo,75,16,1273.9,723.41,10,7.537869822,79.61875,713
308,328,Columbus,Shoes,51,Bo,156,33,1690.72,699.37,2,5.154634146,51.23393939,620
309,57,ColoradoSprings,Baby,19,Veina,25,29,718.82,464.53,6,12.61087719,24.78689655,759
310,143,Boston,Shoes,45,Moone,76,9,1117.27,558.06,3,7.813076923,124.1411111,821
311,19,Boston,Baby,12,Veina,13,10,582.1,249.22,9,30.63684211,58.21,488
312,311,Boston,Alcohol,51,Bo,112,30,1805.88,911.43,3,5.806688103,60.196,670
313,364,Orlando,Shoes,43,Bo,100,27,1744.74,780.9,8,4.793241758,64.62,972
314,211,Seattle,Frozenfood,52,Bo,111,14,1463.69,553.2,22,6.936919431,104.5492857,474
315,902,Seattle,Packagedfood,68,Bo,252,61,2457.41,975.77,1,2.72440133,40.28540984,456
316,166,Boston,Baby,47,Bo,76,13,1179.37,594.85,2,7.104638554,90.72076923,825
317,261,ColoradoSprings,Baby,33,Nilima,78,60,1428.3,633.98,3,5.472413793,23.805,450
318,88,Seattle,Bakery,29,Veina,43,15,1189.89,440.78,4,13.52147727,79.326,516
319,28,Seattle,Frozenfood,14,Bo,16,8,687.64,268.88,24,24.55857143,85.955,630
320,181,Seattle,Packagedfood,45,Bo,76,33,1229.41,567.98,3,6.792320442,37.25484848,706
321,179,Denver,Alcohol,43,Bo,104,14,1298.41,480.59,2,7.253687151,92.74357143,699
322,18,Seattle,Bakery,9,Veina,13,6,722.87,341.88,1,40.15944444,120.4783333,672
325,161,Boston,Alcohol,41,Bo,79,8,1179.79,640.36,1,7.327888199,147.47375,817
326,278,Jersey,Alcohol,45,Tanvi,90,27,1556.06,662.61,2,5.597338129,57.63185185,525
327,233,Orlando,Shoes,38,Nilima,78,15,1422.02,674.09,1,6.103090129,94.80133333,658
328,96,Columbus,Clothes,35,Bo,54,16,1122.37,391.44,17,11.69135417,70.148125,603
329,17,Columbus,Baby,12,Nilima,11,3,645.33,434.17,2,37.96058824,215.11,636
330,246,SanDiego,Shoes,52,Bo,122,36,1507.27,683.14,2,6.127113821,41.86861111,507
331,235,ColoradoSprings,Shoes,45,Bo,133,42,1597.86,686.52,1,6.799404255,38.04428571,624
332,277,Columbus,Alcohol,52,Bo,131,17,1638.79,518.36,3,5.916209386,96.39941176,496
333,47,Seattle,Baby,14,Nilima,29,11,826.23,365.76,13,17.5793617,75.11181818,682
334,153,ColoradoSprings,Alcohol,48,Nilima,89,11,1267.74,384.53,3,8.285882353,115.2490909,358
335,19,Seattle,Baby,11,Alekto,15,5,644.85,431.6,9,33.93947368,128.97,601
336,484,Seattle,Alcohol,49,Bo,132,26,1965.17,925.15,3,4.060268595,75.58346154,579
337,127,Columbus,Shoes,28,Bo,52,22,1199.47,596.27,5,9.444645669,54.52136364,555
339,166,Columbus,Packagedfood,40,Bo,84,27,1293.01,707.58,1,7.789216867,47.88925926,747
340,276,Boston,Shoes,45,Bo,116,14,1671.15,629.2,1,6.054891304,119.3678571,406
341,246,Jersey,Frozenfood,48,Bo,121,23,1689.63,745.95,1,6.868414634,73.46217391,613
342,280,Denver,Frozenfood,53,Bo,118,17,1696.64,752.21,4,6.059428571,99.80235294,875
343,16,Seattle,Beverages,8,Veina,10,8,562.8,274.79,12,35.175,70.35,659
344,61,Seattle,Baby,32,Bo,39,13,924.48,222.13,10,15.15540984,71.11384615,390
345,390,SanDiego,Shoes,61,Bo,149,44,1796.54,617.25,1,4.606512821,40.83045455,464
346,448,Jersey,Bakery,55,Bo,196,43,2009.04,856.04,2,4.484464286,46.72186047,549
347,122,Orlando,Packagedfood,34,Bo,56,32,1043.18,392.48,1,8.550655738,32.599375,627
348,132,Denver,Frozenfood,38,Bo,65,9,1196.03,469.57,4,9.060833333,132.8922222,415
349,159,Boston,Shoes,41,Nilima,77,13,1309.74,690.34,3,8.237358491,100.7492308,739
350,480,Honolulu,Frozenfood,59,Bo,146,25,1846.03,972.06,5,3.845895833,73.8412,962
351,221,Seattle,Clothes,42,Bo,112,18,1483.93,743.6,2,6.714615385,82.44055556,682
352,126,Orlando,Frozenfood,37,Bo,67,16,1179.56,616.27,20,9.361587302,73.7225,797
353,59,Honolulu,Alcohol,32,Bo,40,9,888.26,309.65,30,15.05525424,98.69555556,369
354,373,Columbus,Frozenfood,53,Bo,120,25,1769.35,965.06,4,4.743565684,70.774,778
355,57,Boston,Bakery,26,Bo,43,10,950.09,275.59,5,16.66824561,95.009,584
356,127,Seattle,Shoes,45,Bo,77,17,1308.81,594.1,6,10.30559055,76.98882353,542
357,140,Seattle,Shoes,31,Nilima,57,18,1304.87,443.53,2,9.3205,72.49277778,538
358,416,Honolulu,Frozenfood,56,Bo,182,21,1728.6,605.5,2,4.155288462,82.31428571,418
359,140,ColoradoSprings,Alcohol,37,Medeia,72,16,1268.77,652.32,3,9.062642857,79.298125,634
360,498,Columbus,Shoes,52,Nilima,166,54,2095.59,934.81,2,4.208012048,38.80722222,416
361,68,Honolulu,Alcohol,21,Bo,46,9,1042.92,742.85,14,15.33705882,115.88,870
362,166,Denver,Frozenfood,39,Bo,75,20,1377.75,690.59,5,8.299698795,68.8875,881
363,213,Seattle,Baby,40,Bo,104,31,1299.94,555.78,1,6.103004695,41.93354839,472
364,33,ColoradoSprings,Pets,16,Bo,23,9,834.24,218.63,5,25.28,92.69333333,480
366,238,Seattle,Shoes,48,Bo,101,18,1451.88,688.48,1,6.100336134,80.66,632
367,32,Honolulu,Baby,13,Nilima,16,16,885.86,405.67,6,27.683125,55.36625,753
368,202,Boston,Alcohol,42,Bo,107,12,1352.33,662.72,1,6.69470297,112.6941667,543
369,254,Columbus,Alcohol,53,Bo,130,14,1533.9,636.91,4,6.038976378,109.5642857,695
370,236,ColoradoSprings,Packagedfood,38,Bo,119,16,1362.4,573.87,4,5.772881356,85.15,654
371,380,ColoradoSprings,Clothes,53,Bo,131,29,1666.92,767.7,4,4.386631579,57.48,470
372,408,Columbus,Clothes,50,Bo,127,33,1634.79,811.35,4,4.006838235,49.53909091,886
373,366,Jersey,Freshfood,52,Bo,186,21,1907.54,870.37,7,5.211857923,90.8352381,851
374,138,Orlando,Alcohol,44,Bo,88,16,1288.49,450.37,2,9.336884058,80.530625,335
375,341,SanDiego,Bakery,47,Bo,163,27,1860.07,754.02,3,5.454750733,68.89148148,546
376,120,Seattle,Alcohol,34,Bo,77,19,1225.15,576.92,8,10.20958333,64.48157895,683
377,604,Seattle,Alcohol,59,Bo,163,37,1985.55,990.55,1,3.287334437,53.66351351,846
378,302,Seattle,Frozenfood,49,Bo,131,24,1812.73,856.39,3,6.002417219,75.53041667,564
379,534,Columbus,Alcohol,50,Bo,170,55,1959.78,863.31,1,3.67,35.63236364,733
380,85,ColoradoSprings,Shoes,30,Nilima,41,12,1038.59,547.15,4,12.21870588,86.54916667,747
381,34,Columbus,Alcohol,17,Bo,17,6,732.66,430.73,26,21.54882353,122.11,775
382,70,Seattle,Baby,31,Medeia,53,5,1152.45,683.11,7,16.46357143,230.49,613
383,80,Honolulu,Freshfood,34,Nilima,66,12,1103.93,370.11,15,13.799125,91.99416667,624
385,146,Boston,Clothes,32,Bo,65,9,1404.44,589.01,5,9.619452055,156.0488889,627
386,380,Jersey,Clothes,55,Bo,141,30,1833.37,812.72,2,4.824657895,61.11233333,639
387,314,Honolulu,Pets,51,Bo,124,26,1816.36,850.55,1,5.784585987,69.86,614
388,80,Jersey,Frozenfood,30,Bo,46,16,983.65,369.36,4,12.295625,61.478125,409
389,450,ColoradoSprings,Alcohol,56,Bo,178,30,1908.39,888.24,4,4.240866667,63.613,623
390,282,Denver,Alcohol,41,Bo,104,21,1492.03,564.27,1,5.290886525,71.04904762,571
391,83,Columbus,Baby,28,Medeia,36,11,1109,453.37,8,13.36144578,100.8181818,643
392,47,Denver,Shoes,22,Kellest,33,6,779.87,306.81,4,16.59297872,129.9783333,557
393,20,Columbus,Shoes,12,Alekto,17,5,640.62,419.44,17,32.031,128.124,758
394,324,Boston,Baby,33,Bo,94,12,1630.6,778.12,11,5.032716049,135.8833333,529
395,189,Seattle,Baby,32,Medeia,61,33,1359.8,632.77,1,7.194708995,41.20606061,834
396,172,Columbus,Alcohol,45,Bo,102,24,1297.38,601.51,7,7.542906977,54.0575,516
397,246,ColoradoSprings,Alcohol,46,Bo,102,26,1728.59,773.27,2,7.026788618,66.48423077,738
398,367,Boston,Shoes,47,Bo,127,18,1904.4,665.54,2,5.189100817,105.8,598
399,266,Columbus,Shoes,49,Bo,110,21,1545.71,847.02,4,5.81093985,73.6052381,741
400,111,Seattle,Bakery,29,Alekto,65,9,1397.89,567.45,9,12.5936036,155.3211111,530
402,297,Seattle,Alcohol,48,Nilima,109,52,1568.52,720.34,3,5.281212121,30.16384615,792
403,128,Seattle,Shoes,34,Bo,60,13,1094.7,499.45,1,8.55234375,84.20769231,705
404,456,ColoradoSprings,Shoes,49,Bo,153,30,1768.85,771.65,1,3.879057018,58.96166667,602
405,148,Honolulu,Beverages,45,Bo,79,16,1230.95,144.22,2,8.31722973,76.934375,194
406,368,Seattle,Pets,54,Bo,139,22,1800.34,856.36,2,4.892228261,81.83363636,657
407,163,Denver,Baby,36,Veina,65,14,1340.74,418.3,2,8.225398773,95.76714286,336
408,90,Seattle,Frozenfood,18,Akar,32,28,1079.57,594.26,3,11.99522222,38.55607143,747
409,159,SanDiego,Clothes,35,Bo,60,22,1233.68,596.38,4,7.758993711,56.07636364,561
410,361,Honolulu,Baby,55,Bo,132,30,1790.92,805.21,2,4.96099723,59.69733333,567
411,386,Seattle,Freshfood,62,Bo,146,17,1911.68,797.96,7,4.95253886,112.4517647,628
412,7,Columbus,Baby,3,Veina,6,3,523.59,266.7,15,74.79857143,174.53,690
413,108,Jersey,Frozenfood,36,Medeia,69,11,1370.77,553.61,5,12.69231481,124.6154545,515
414,253,Denver,Alcohol,52,Bo,118,17,1529.72,803.54,5,6.046324111,89.98352941,697
415,294,Columbus,Alcohol,47,Bo,135,24,1709.28,865.79,6,5.813877551,71.22,700
416,174,Honolulu,Shoes,40,Bo,79,20,1322.76,563.95,1,7.602068966,66.138,763
417,10,Boston,Bakery,9,Alekto,10,3,477.75,323.96,64,47.775,159.25,508
418,184,Columbus,Baby,50,Bo,101,16,1320.42,553.28,1,7.176195652,82.52625,551
419,544,Columbus,Alcohol,50,Bo,168,34,1735.92,847.04,2,3.191029412,51.05647059,671
421,209,Boston,Alcohol,43,Nilima,67,13,1524.08,697.55,1,7.292248804,117.2369231,711
422,429,Columbus,Baby,49,Veina,154,45,1800.67,898.28,1,4.197365967,40.01488889,797
423,383,Columbus,Alcohol,58,Bo,147,25,1695.41,725.25,1,4.426657963,67.8164,793
424,200,Seattle,Alcohol,41,Nilima,95,29,1414.44,482.72,7,7.0722,48.7737931,398
425,304,ColoradoSprings,Alcohol,40,Bo,114,33,1673.33,740.34,2,5.504375,50.7069697,705
427,433,Boston,Alcohol,53,Bo,158,20,1702.19,769.65,4,3.931154734,85.1095,810
429,98,ColoradoSprings,Clothes,38,Nilima,54,8,1150.81,675,45,11.74295918,143.85125,723
430,35,Boston,Baby,18,Moone,21,6,543.88,277.76,1,15.53942857,90.64666667,681
431,141,Boston,Bakery,29,Bo,56,15,1220.73,626.09,1,8.657659574,81.382,717
432,432,Columbus,Shoes,56,Bo,158,66,2346.65,602.17,1,5.432060185,35.55530303,312
433,197,Boston,Frozenfood,46,Bo,103,16,1552.88,525.97,5,7.882639594,97.055,558
434,235,Columbus,Freshfood,39,Bo,91,18,1619.06,646.73,2,6.889617021,89.94777778,501
435,58,Seattle,Frozenfood,21,Alekto,27,14,1103.72,617.06,2,19.02965517,78.83714286,834
436,45,Denver,Alcohol,19,Kellest,23,13,726.21,394.42,4,16.138,55.86230769,760
437,40,Orlando,Freshfood,24,Veina,33,6,801.4,454.88,1,20.035,133.5666667,590
438,175,Columbus,Bakery,39,Bo,100,23,2010.32,776.55,7,11.48754286,87.40521739,666
439,122,SanDiego,Freshfood,20,Nilima,38,50,1186.62,530.28,2,9.726393443,23.7324,646
440,148,Seattle,Baby,33,Nilima,69,25,1463.54,621.98,15,9.888783784,58.5416,665
441,336,Seattle,Alcohol,43,Bo,121,34,1721.7,856.83,12,5.124107143,50.63823529,561
442,49,Orlando,Shoes,20,Bo,26,12,735.79,353.33,5,15.01612245,61.31583333,584
443,363,Orlando,Frozenfood,58,Bo,149,22,1970.95,849.42,8,5.429614325,89.58863636,576
445,116,Columbus,Shoes,31,Bo,71,20,1160.4,689.87,2,10.00344828,58.02,782
446,160,Honolulu,Clothes,40,Bo,60,11,1339.71,293.72,2,8.3731875,121.7918182,405
447,42,Boston,Shoes,14,Veina,20,16,800.52,437.99,4,19.06,50.0325,694
448,262,Orlando,Shoes,45,Bo,121,19,1482.31,718.19,7,5.657671756,78.01631579,683
449,280,SanDiego,Pets,44,Bo,106,13,1617.93,525.99,4,5.778321429,124.4561538,459
450,282,Columbus,Alcohol,52,Veina,122,21,1724.59,520.41,6,6.115567376,82.12333333,206
451,82,Seattle,Frozenfood,29,Bo,58,18,1064.25,556.89,9,12.97865854,59.125,715
452,157,Columbus,Shoes,38,Nilima,81,12,1181.3,576.05,4,7.524203822,98.44166667,763
453,102,Seattle,Baby,23,Bo,35,14,1103.95,577.41,2,10.82303922,78.85357143,700
454,411,Seattle,Alcohol,58,Bo,147,15,1771.03,735.29,15,4.309075426,118.0686667,616
455,326,Honolulu,Shoes,51,Bo,131,32,1816.69,850.86,2,5.572668712,56.7715625,622
456,187,Orlando,Shoes,44,Nilima,105,12,1570.47,739.11,8,8.398235294,130.8725,672
457,207,Columbus,Packagedfood,38,Bo,78,35,1531.8,716.86,1,7.4,43.76571429,736
458,129,Orlando,Baby,36,Bo,67,24,1304.31,553.66,8,10.11093023,54.34625,737
459,82,Boston,Pets,28,Veina,44,10,1108.56,509.54,3,13.51902439,110.856,557
460,203,Columbus,Shoes,51,Bo,100,31,1652.83,543.15,10,8.142019704,53.31709677,462
461,371,ColoradoSprings,Shoes,47,Bo,118,64,1713.83,665.68,1,4.619487871,26.77859375,655
462,172,Boston,Frozenfood,36,Bo,92,10,1618.3,240.9,17,9.40872093,161.83,40
463,144,ColoradoSprings,Alcohol,34,Bo,76,7,1272.52,561.48,9,8.836944444,181.7885714,927
464,296,Seattle,Alcohol,40,Bo,115,37,1469.44,726.89,1,4.964324324,39.71459459,571
465,196,Columbus,Pets,37,Bo,83,31,1418.77,700.2,1,7.238622449,45.76677419,574
466,28,Columbus,Freshfood,20,Bo,22,6,755.2,256.47,5,26.97142857,125.8666667,670
467,92,Honolulu,Shoes,32,Nilima,48,18,1205.24,542.82,2,13.10043478,66.95777778,704
468,39,ColoradoSprings,Freshfood,18,Veina,20,9,792.65,398.12,9,20.32435897,88.07222222,567
469,261,Seattle,Alcohol,34,Bo,110,32,1518.06,678.49,1,5.816321839,47.439375,883
470,185,Boston,Shoes,53,Nilima,82,16,1326.43,668.62,5,7.169891892,82.901875,643
471,316,Seattle,Alcohol,47,Bo,149,37,1762.4,831.98,10,5.57721519,47.63243243,401
472,257,Denver,Baby,58,Bo,131,18,1355.34,730.11,2,5.273696498,75.29666667,638
473,82,Jersey,Baby,28,Veina,60,13,807.53,503.27,5,9.847926829,62.11769231,768
474,251,Orlando,Bakery,50,Bo,106,30,1721.7,738.3,3,6.85936255,57.39,517
475,361,Denver,Alcohol,36,Bo,106,25,1626.12,892.97,6,4.504487535,65.0448,871
477,221,Denver,Clothes,35,Bo,94,13,1416.73,725.37,2,6.410542986,108.9792308,833
478,220,Boston,Alcohol,43,Nilima,86,33,1441.14,705.09,2,6.550636364,43.67090909,690
479,132,Boston,Shoes,36,Alekto,64,13,1336.52,701.06,11,10.12515152,102.8092308,712
480,24,Columbus,Packagedfood,13,Bo,14,6,621.62,204.72,50,25.90083333,103.6033333,351
481,43,Orlando,Baby,19,Veina,32,8,755.93,389.98,5,17.57976744,94.49125,726
482,180,Seattle,Frozenfood,37,Bo,82,19,1492.5,862.59,1,8.291666667,78.55263158,1122
483,78,Seattle,Alcohol,28,Bo,41,15,1136.65,576.76,3,14.5724359,75.77666667,654
484,266,Honolulu,Shoes,52,Bo,101,23,1609.74,704.68,1,6.051654135,69.98869565,745
486,162,Seattle,Alcohol,37,Nilima,76,15,1365.07,583.67,6,8.426358025,91.00466667,682
487,133,Orlando,Shoes,32,Bo,56,9,1184.78,650.51,14,8.908120301,131.6422222,659
488,538,ColoradoSprings,Shoes,61,Bo,194,15,1863.31,912.82,4,3.463401487,124.2206667,669
489,58,Seattle,Shoes,23,Nilima,29,8,867.76,532.6,20,14.96137931,108.47,838
490,127,ColoradoSprings,Shoes,36,Bo,70,20,1121.14,509.24,1,8.827874016,56.057,390
491,335,Boston,Baby,46,Bo,113,25,1724.41,725.27,1,5.147492537,68.9764,465
492,32,Seattle,Baby,17,Bo,26,7,1000.95,197.04,9,31.2796875,142.9928571,488
494,43,Denver,Alcohol,13,Veina,24,5,954.38,233.13,2,22.19488372,190.876,301
495,140,Seattle,Clothes,30,Tanvi,46,33,1312.02,566.96,2,9.371571429,39.75818182,737
496,130,Seattle,Alcohol,39,Alekto,70,15,1396.46,1012.21,1,10.742,93.09733333,912
497,271,Jersey,Packagedfood,44,Veina,143,33,2525.18,989.67,1,9.31800738,76.52060606,691
498,470,Boston,Shoes,61,Bo,172,20,1922.73,748.14,1,4.090914894,96.1365,478
499,568,Seattle,Shoes,54,Nilima,109,77,1813.13,865.41,1,3.192130282,23.54714286,637
500,457,ColoradoSprings,Shoes,50,Nilima,165,51,1890.32,680.46,4,4.136367615,37.06509804,530
501,85,ColoradoSprings,Shoes,24,Bo,39,19,983.74,537.13,2,11.57341176,51.77578947,634
502,473,Orlando,Alcohol,49,Bo,134,27,1845.19,767.66,3,3.901035941,68.34037037,457
503,211,Columbus,Shoes,44,Alekto,97,22,1508.78,656.2,3,7.150616114,68.58090909,564
504,353,Honolulu,Baby,51,Bo,124,35,1524.79,708.83,2,4.319518414,43.56542857,740
505,179,ColoradoSprings,Freshfood,51,Bo,114,6,1270.89,731.24,37,7.099944134,211.815,777
506,335,Columbus,Frozenfood,58,Bo,158,20,1840.31,815.67,3,5.493462687,92.0155,692
507,213,Boston,Frozenfood,44,Bo,123,19,1453.5,685.32,3,6.823943662,76.5,818
508,265,Jersey,Shoes,47,Bo,124,28,1755.6,822.9,2,6.62490566,62.7,683
509,200,Columbus,Freshfood,47,Bo,102,11,1380.78,604.17,32,6.9039,125.5254545,672
510,331,Orlando,Shoes,51,Bo,145,34,1692.61,748.87,2,5.113625378,49.78264706,594
511,41,Orlando,Alcohol,19,Bo,27,10,841.72,413.24,5,20.5297561,84.172,647
512,57,Orlando,Frozenfood,25,Bo,38,12,957.24,578.08,3,16.79368421,79.77,668
513,313,Seattle,Bakery,45,Bo,92,43,1644.96,809.18,2,5.255463259,38.25488372,710
514,252,Seattle,Frozenfood,36,Bo,94,18,1542.05,744.43,6,6.119246032,85.66944444,727
515,128,Columbus,Shoes,35,Bo,88,13,1255.98,673.95,3,9.81234375,96.61384615,750
516,171,Seattle,Baby,33,Bo,74,17,1400.17,816.96,8,8.188128655,82.36294118,815
517,111,Columbus,Beverages,23,Bo,43,14,1218.06,519.92,2,10.97351351,87.00428571,552
518,329,Honolulu,Clothes,52,Bo,131,17,1674.52,591.99,3,5.089726444,98.50117647,515
519,155,Jersey,Alcohol,47,Moone,81,11,1314.98,495.83,1,8.483741935,119.5436364,504
520,126,Orlando,Alcohol,31,Bo,72,17,1256.96,570.92,6,9.975873016,73.93882353,451
521,283,SanDiego,Frozenfood,50,Bo,97,15,1663.73,762.98,7,5.878904594,110.9153333,682
522,58,Seattle,Beverages,22,Veina,40,10,896.51,566.81,7,15.45706897,89.651,788
523,129,Boston,Alcohol,32,Bo,74,30,1125.86,704.7,8,8.727596899,37.52866667,785
524,128,Honolulu,Packagedfood,36,Bo,68,14,1235.24,459.86,1,9.6503125,88.23142857,503
525,229,Boston,Shoes,47,Bo,127,19,1596.3,777.85,5,6.970742358,84.01578947,736
526,505,Boston,Baby,54,Moone,176,49,1883.64,641.16,2,3.729980198,38.44163265,374
527,279,ColoradoSprings,Alcohol,43,Bo,128,30,1577.37,689.88,9,5.653655914,52.579,530
528,46,Seattle,Shoes,23,Nilima,28,18,754.75,295.3,7,16.4076087,41.93055556,559
529,68,Seattle,Pets,11,Nilima,23,21,1206.14,476.07,6,17.73735294,57.4352381,642
530,232,Seattle,Frozenfood,38,Bo,75,14,1546.98,666.05,3,6.668017241,110.4985714,700
531,195,Denver,Alcohol,43,Nilima,103,25,1388.22,618.69,2,7.119076923,55.5288,654
532,148,Denver,Freshfood,42,Bo,82,19,1365.38,645.64,4,9.225540541,71.86210526,684
533,58,Orlando,Beverages,25,Bo,38,13,942.02,471.81,2,16.24172414,72.46307692,662
534,147,Seattle,Frozenfood,34,Bo,70,20,1352.43,807.46,5,9.200204082,67.6215,858
536,221,Denver,Frozenfood,56,Bo,121,24,1512.06,597.64,1,6.841900452,63.0025,745
537,102,Honolulu,Frozenfood,36,Nilima,60,9,1210.01,767.23,7,11.86284314,134.4455556,682
538,134,Columbus,Packagedfood,41,Bo,73,17,1128.75,512.74,19,8.423507463,66.39705882,656
539,273,Columbus,Alcohol,39,Bo,59,15,1501.3,752.95,14,5.499267399,100.0866667,659
540,192,Orlando,Alcohol,41,Bo,82,24,1480.11,647.76,1,7.70890625,61.67125,690
542,268,Honolulu,Shoes,53,Bo,110,33,1500.56,816.52,3,5.599104478,45.47151515,910
543,190,Boston,Frozenfood,40,Bo,78,13,1432.37,860.87,3,7.538789474,110.1823077,834
544,251,Denver,Pets,40,Bo,81,14,1507.43,628.12,2,6.005697211,107.6735714,490
545,209,Boston,Alcohol,32,Veina,68,10,1446.41,741.8,3,6.92062201,144.641,832
546,329,Denver,Baby,54,Bo,116,27,1769.41,772.96,7,5.378145897,65.5337037,607
547,184,Boston,Packagedfood,31,Bo,72,29,1351.8,638.76,2,7.34673913,46.6137931,581
548,369,Boston,Bakery,52,Bo,147,11,2015.39,721.36,7,5.461761518,183.2172727,539
549,157,Boston,Alcohol,38,Bo,78,11,1096.75,534.49,9,6.98566879,99.70454545,492
550,24,Jersey,Alcohol,12,Bo,16,7,609.23,378.51,1,25.38458333,87.03285714,755
551,372,Seattle,Alcohol,45,Bo,127,24,1688.39,919.66,1,4.538682796,70.34958333,734
552,104,Columbus,Baby,34,Bo,47,16,1096.96,543.81,7,10.54769231,68.56,763
555,119,Columbus,Baby,32,Bo,42,10,1248.74,549.65,1,10.49361345,124.874,585
556,415,Columbus,Shoes,54,Nilima,169,47,1828.89,821.65,1,4.406963855,38.91255319,656
557,158,Jersey,Baby,40,Bo,91,20,1298.14,681.57,5,8.216075949,64.907,810
558,284,Honolulu,Pets,48,Bo,117,24,1567.95,725.17,2,5.520950704,65.33125,777
559,206,Orlando,Bakery,34,Nilima,78,41,1475.83,595.22,1,7.164223301,35.99585366,735
560,141,Seattle,Packagedfood,27,Bo,59,18,1438.86,653.43,9,10.20468085,79.93666667,564
561,321,Denver,Shoes,51,Bo,150,27,1780.03,822.15,2,5.545264798,65.92703704,735
563,109,Seattle,Frozenfood,22,Veina,42,15,1396.54,510.2,8,12.81229358,93.10266667,614
564,215,Boston,Baby,29,Veina,63,14,1607.37,756.9,4,7.476139535,114.8121429,697
565,47,Denver,Baby,21,Akar,27,10,957.49,579.64,1,20.37212766,95.749,971
566,254,ColoradoSprings,Freshfood,48,Bo,108,27,1506.88,596.74,6,5.932598425,55.81037037,419
567,66,Denver,Shoes,28,Bo,37,10,941.82,337.14,2,14.27,94.182,629
568,28,Honolulu,Baby,16,Bo,21,3,761.52,170.2,62,27.19714286,253.84,349
569,292,Denver,Frozenfood,52,Bo,128,23,1679.96,794.18,8,5.753287671,73.04173913,793
570,304,Boston,Alcohol,52,Bo,125,27,1428.3,694.45,5,4.698355263,52.9,757
571,150,Columbus,Alcohol,36,Bo,66,36,1312.09,611.67,1,8.747266667,36.44694444,515
572,46,Seattle,Beverages,24,Moone,38,4,833.64,540.95,12,18.1226087,208.41,579
573,61,Denver,Baby,24,Nilima,34,7,1049.1,480.96,3,17.19836066,149.8714286,672
574,150,Honolulu,Frozenfood,42,Bo,66,31,1184.88,662.94,1,7.8992,38.22193548,893
575,251,ColoradoSprings,Frozenfood,47,Nilima,113,50,1665.32,594.89,14,6.634741036,33.3064,525
577,352,Seattle,Alcohol,47,Bo,152,47,1620.86,614.15,1,4.604715909,34.48638298,621
578,102,Columbus,Alcohol,34,Medeia,55,26,1162.16,538.87,6,11.39372549,44.69846154,527
579,83,Boston,Frozenfood,26,Bo,40,9,1144.03,608.84,8,13.78349398,127.1144444,693
580,322,Seattle,Shoes,58,Moone,164,15,1733.23,822.31,6,5.382701863,115.5486667,826
581,36,Orlando,Baby,12,Bo,20,10,858.63,343.98,5,23.85083333,85.863,609
582,78,Seattle,Frozenfood,24,Alekto,47,10,1187.18,632.74,14,15.22025641,118.718,822
583,61,Boston,Alcohol,21,Veina,37,14,941.73,457.62,11,15.43819672,67.26642857,765
584,255,Columbus,Beverages,50,Bo,113,26,1703.05,672.45,2,6.678627451,65.50192308,406
585,45,Seattle,Baby,13,Nilima,23,13,801.52,370.53,1,17.81155556,61.65538462,460
586,99,Orlando,Alcohol,33,Veina,59,23,1163.59,274.79,3,11.75343434,50.59086957,344
587,478,Seattle,Alcohol,52,Bo,155,23,1857.7,917.85,3,3.886401674,80.76956522,700
588,270,Seattle,Alcohol,50,Bo,127,10,1647.5,877.55,9,6.101851852,164.75,932
589,255,Orlando,Shoes,32,Nilima,71,53,1601.89,724.28,2,6.281921569,30.22433962,533
590,200,Columbus,Baby,37,Bo,91,34,1622.09,623.19,1,8.11045,47.70852941,611
592,290,Seattle,Baby,62,Bo,108,26,1572.3,730.6,4,5.421724138,60.47307692,652
