"","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"86002","a boy called Truck","Douglas Kolk","29580","(American, born 1963)","(American)","(1963)","(0)","(Male)","1998","Pencil and colored pencil on paper","27 1/2 x 19 1/2"" (69.9 x 49.5 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift","2122.2005","Drawing","Drawings","2005-05-10","Y",97831,"http://www.moma.org/collection/works/97831","http://www.moma.org/media/W1siZiIsIjEzOTU3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ddbd00959a9cea8",NA,NA,NA,69.8501397003,NA,NA,49.5300990602,NA,NA
"66410","Untitled, plate 3 of 9, from the portfolio, The View from the Bottom of the Well","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1995","Drypoint","plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 1/8 x 8 15/16"" (28 x 22.7 cm)","Gift of the artist","555.1996","Print","Prints & Illustrated Books","1996-11-12","Y",71053,"http://www.moma.org/collection/works/71053","http://www.moma.org/media/W1siZiIsIjI2NzM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fa00a19238c1238",NA,NA,NA,21.4,NA,NA,15.8,NA,NA
"78768","Composition (The Cow)","Theo van Doesburg (Christian Emil Marie Küpper)","6076","(Dutch, 1883–1931)","(Dutch)","(1883)","(1931)","(Male)","(c. 1917)","Pencil on paper","6 1/4 x 4 5/8"" (15.9 x 11.7 cm)","Purchase","227.1948.7","Drawing","Drawings","1948-10-06","Y",85591,"http://www.moma.org/collection/works/85591","http://www.moma.org/media/W1siZiIsIjgyNjA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ccfb566a781427a2",NA,NA,NA,15.875,NA,NA,11.7475,NA,NA
"101343","Puzzle","Robert Watts","6269","(American, 1923–1988)","(American)","(1923)","(1988)","(Male)","c. 1963",NA,NA,"The Gilbert and Lila Silverman Fluxus Collection Gift","FC2922","(not assigned)","Fluxus Collection","2008-10-08","N",136660,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA
"18251","Plate (folio 10) from ART ABSTRAIT","Félix Del Marle","1470","(French, 1889–1952)","(French)","(1889)","(1952)","(Male)","(1946)","Lithograph, printed in black","composition  9 3/8 x 7"" (23.9 x 17.8 cm)","Purchase","614.1949.1","Illustrated Book","Prints & Illustrated Books","1949-09-29","N",19605,NA,NA,NA,NA,NA,23.9,NA,NA,17.8,NA,NA
"7651","Lucien Clergue Photographien","Almir Mavignier","3858","(Brazilian, born 1925)","(Brazilian)","(1925)","(0)","(Male)","1965","Silkscreen","32 7/8 x 23 1/16"" (83.5 x 58.6 cm)","Gift of the artist","1500.2000","Design","Architecture & Design","2000-12-11","Y",8798,"http://www.moma.org/collection/works/8798","http://www.moma.org/media/W1siZiIsIjExODQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=28e4d4428043fa11",NA,NA,NA,83.5,NA,NA,58.6,NA,NA
"117584","Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])","Marcel Duchamp","1634","(American, born France. 1887–1968)","(American)","(1887)","(1968)","(Male)","1934","Collotype reproduction","sheet: 5 5/16 x 6 7/16"" (13.5 x 16.3 cm)","Purchase","1643.1968.59","Illustrated Book","Prints & Illustrated Books","1968-12-11","N",174622,NA,NA,NA,NA,NA,13.5,NA,NA,16.3,NA,NA
"92422","Table","Roman Signer","7824","(Swiss, born 1938)","(Swiss)","(1938)","(0)","(Male)","1982","Super 8mm film transferred to video (color, silent)","2 min.","Committee on Media Funds","1320.2007","Video","Media and Performance Art","2007-12-10","Y",114665,"http://www.moma.org/collection/works/114665","http://www.moma.org/media/W1siZiIsIjE0NjM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=90535ef0251c7de3",NA,NA,NA,NA,NA,NA,NA,NA,120
"55865","The Smell of the Feet","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1999","Drypoint","plate: 10 13/16 x 7 13/16"" (27.5 x 19.9cm); sheet: 14 9/16 x 11"" (37 x 28 cm)","Gift of the artist","939.2008","Print","Prints & Illustrated Books","2008-06-18","Y",59502,"http://www.moma.org/collection/works/59502","http://www.moma.org/media/W1siZiIsIjI0MzU2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fcbaa22742afc517",NA,NA,NA,27.5,NA,NA,19.9,NA,NA
"73125","The trains were packed continually with migrants","Jacob Lawrence","3418","(American, 1917–2000)","(American)","(1917)","(2000)","(Male)","1940-41","Casein tempera on hardboard","18 x 12"" (45.7 x 30.5 cm)","Gift of Mrs. David M. Levy","28.1942.3","Painting","Painting & Sculpture","1942-01-27","Y",78549,"http://www.moma.org/collection/works/78549","http://www.moma.org/media/W1siZiIsIjMxMTkwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7abd99259f0cb9fb",NA,NA,NA,45.7200914402,NA,NA,30.4800609601,NA,NA
"27559","In-text plate (page 31) from PARLER SEUL","Joan Miró","4016","(Spanish, 1893–1983)","(Spanish)","(1893)","(1983)","(Male)","1948-1950","Lithograph, printed in color","irreg. composition  9 7/16 x 8 9/16"" (24 x 21.8 cm)","The Louis E. Stern Collection","939.1964.17","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",28932,NA,NA,NA,NA,NA,24,NA,NA,21.8,NA,NA
"16305","Plate (folio 27) from Six Geometric Figures and All Their Combinations, Volume I","Sol LeWitt","3528","(American, 1928–2007)","(American)","(1928)","(2007)","(Male)","1980","Etching from an illustrated book with sixty-three etchings","composition: 7 7/8 x 7 7/8"" (20 x 20 cm); page: 9 1/16 x 9 1/16"" (23 x 23 cm)","Gift of Allen Skolnick","469.1982.26","Illustrated Book","Prints & Illustrated Books","1983-01-18","Y",17619,"http://www.moma.org/collection/works/17619","http://www.moma.org/media/W1siZiIsIjIwMDQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=451bdb304dbcbb94",NA,NA,NA,20,NA,NA,20,NA,NA
"49782","The Battlefield of Peach Tree Creek from the album Photographic Views of Sherman's Campaign","George Barnard","336","(American, 1819–1902)","(American)","(1819)","(1902)","(Male)","1864-65","Albumen silver print","10 1/16 x 14 1/8"" (25.6 x 35.9 cm)","Acquired by exchange with the Library of Congress","409.1969.34","Photograph","Photography","1969-05-21","Y",52820,"http://www.moma.org/collection/works/52820","http://www.moma.org/media/W1siZiIsIjYzODAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=611e08eb5ff5a3fa",NA,NA,NA,25.6,NA,NA,35.9,NA,NA
"4422","The Big A","Paula Scher","7070","(American, born 1948)","(American)","(1948)","(0)","(Female)","1991","Silkscreen","53 1/8 x 36 1/2"" (135 x 92.7cm)","Gift of the designer","178.1993","Design","Architecture & Design","1993-05-04","Y",5538,"http://www.moma.org/collection/works/5538",NA,NA,NA,NA,135,NA,NA,92.7,NA,NA
"60498","Byzantine Cathedral","Luigi Spacal","5550","(Italian)","(Italian)","(0)","(0)","(Male)","1959","Woodcut","composition: 15 7/8 x 20 1/2"" (40.3 x 52.1cm); sheet: 17 3/8 x 22 7/16"" (44.2 x 57cm)","Law Foundation Fund","215.1965","Print","Prints & Illustrated Books","1965-04-06","Y",64553,"http://www.moma.org/collection/works/64553","http://www.moma.org/media/W1siZiIsIjIyMzIwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6cdbb0f08cbb64ab",NA,NA,NA,40.3,NA,NA,52.1,NA,NA
"88712","Branches","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1993","Aquatint, with hand additions","plate: 6 13/16 x 4 7/8"" (17.3 x 12.4 cm); sheet: 14 13/16 x 11"" (37.6 x 27.9 cm)","Gift of the artist","703.2006","Print","Prints & Illustrated Books","2006-11-14","Y",105026,"http://www.moma.org/collection/works/105026","http://www.moma.org/media/W1siZiIsIjExODgzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2462d6aa76f9a1ca",NA,NA,NA,17.3,NA,NA,12.4,NA,NA
"12400","Plate (page 15) from CHETYRE FONETICHESKIKH ROMANA (FOUR PHONETIC NOVELS)","Mariia Siniakova, Mariia Siniakova, Gustav Klutsis","12074, 12074, 12501","(Latvian, 1895–1938)","() () (Latvian)","(0) (0) (1895)","(0) (0) (1938)","(Female) (Female) (Male)","1927","Transfer lithograph, printed in black","irreg. composition  8 9/16 x 6 1/16"" (21.8 x 15.4 cm)","Abby Aldrich Rockefeller Fund","207.1977.3","Illustrated Book","Prints & Illustrated Books","1977-05-03","N",13593,NA,NA,NA,NA,NA,21.8,NA,NA,15.4,NA,NA
"56578","Natural History I","Laurence Scholder","5259","(American, born 1942)","(American)","(1942)","(0)","(Male)","1988",NA,NA,"Purchase","22.1990.1","Print","Prints & Illustrated Books","1990-01-16","N",60270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38734","SAINT NICOLAS DU CHARDONNET. TOMBEAU DE GÉRÔME BIGNON PAR GIRARDON","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1914-20","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.3253","Photograph","Photography","1968-03-06","N",41384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41573","NEEDLEWORK","Alfred Capel-Cure","959","(British, 1826–1896)","(British)","(1826)","(1896)","(Male)","1856","Albumen silver print from a paper negative","5 13/16 x 4 7/8"" (14.9 x 12.4 cm)","Gift of Raymond B. Gary","32.1983","Photograph","Photography","1983-01-13","N",44300,NA,NA,NA,NA,NA,14.9,NA,NA,12.4,NA,NA
"72620","Untitled","Maryan S. Maryan","3813","(American, born Poland. 1927–1977)","(American)","(1927)","(1977)","(Male)","1967","Lithograph","composition (irreg.): 18 1/4 x 23 15/16"" (46.4 x 60.8cm); sheet: 22 7/16 x 29 3/16"" (57 x 74.2cm)","Gift of Kleiner, Bell & Co.","2030.1967","Print","Prints & Illustrated Books","1974-01-10","Y",77913,"http://www.moma.org/collection/works/77913","http://www.moma.org/media/W1siZiIsIjI5NTkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b2516bc56ec6fc4",NA,NA,NA,46.4,NA,NA,60.8,NA,NA
"24362","Vignettes Lorgnettes","Jean Dubuffet","1633","(French, 1901–1985)","(French)","(1901)","(1985)","(Male)","1962, prints executed 1948","Illustrated book with eleven woodcuts and thirteen linoleum cuts and one woodblock","page (each approx.): 12 7/16 x 9 3/4"" (31.6 x 24.8 cm)","Gift of Mr. and Mrs. Ralph F. Colin","822.1965.1-25","Illustrated Book","Prints & Illustrated Books","1965-11-09","N",25734,NA,NA,NA,NA,NA,31.6,NA,NA,24.8,NA,NA
"86755","Untitled from Cubes in Color on Color","Sol LeWitt","3528","(American, 1928–2007)","(American)","(1928)","(2007)","(Male)","2003","One from a portfolio of thirty linoleum cuts","composition: 11 x 11"" (27.9 x 27.9 cm); sheet: 14 x 13 7/8"" (35.6 x 35.2 cm)","Roxanne H. Frank Fund and General Print Fund","562.2005.22","Print","Prints & Illustrated Books","2005-06-02","Y",100149,"http://www.moma.org/collection/works/100149","http://www.moma.org/media/W1siZiIsIjM0Mzg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=78dd2b548d491da0",NA,NA,NA,27.9401,NA,NA,27.9401,NA,NA
"44103","Head of a Young Woman","Constantin Brancusi","738","(French, born Romania. 1876–1957)","(French)","(1876)","(1957)","(Male)","1910","Gelatin silver print","6 1/4 x 4 5/8"" (15.8 x 11.7 cm)","Gift of Edward Steichen","151.1964","Photograph","Photography","1964-02-11","N",46926,NA,NA,NA,NA,NA,15.8,NA,NA,11.7,NA,NA
"11719","Plate 1 (double page plate, folios 5 and 6) from D'UNE IMPRESSION L'AUTRE","Daniel Buren","873","(French, born 1938)","(French)","(1938)","(0)","(Male)","1983",NA,"irreg. composition  13 3/4 x 32 11/16"" (35 x 83 cm)","Purchase","174.1985.1","Illustrated Book","Prints & Illustrated Books","1985-06-04","N",12901,NA,NA,NA,NA,NA,35,NA,NA,83,NA,NA
"4719","Laes Politiken","Per Arnoldi","5","(Danish, born 1941)","(Danish)","(1941)","(0)","(Male)","1979","Silkscreen","47 1/4 x 30 15/16"" (120.0 x 78.5 cm)","Gift of the designer","250.1980.4","Design","Architecture & Design","1980-01-08","Y",5847,"http://www.moma.org/collection/works/5847",NA,NA,NA,NA,120,NA,NA,78.5,NA,NA
"7211","Tony Smith","Tony Smith","5494","(American, 1912–1980)","(American)","(1912)","(1980)","(Male)","1967","Silkscreen","44 3/4 x 29 3/8"" (113.6 x 74.5 cm)","Given anonymously","901.1979","Design","Architecture & Design","1979-05-30","Y",8358,"http://www.moma.org/collection/works/8358","http://www.moma.org/media/W1siZiIsIjEwNzQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f348605eb4af10f5",NA,NA,NA,113.6,NA,NA,74.5,NA,NA
"42491","Poplars - Lake George","Alfred Stieglitz","5664","(American, 1864–1946)","(American)","(1864)","(1946)","(Male)","1932","Gelatin silver print","9 9/16 x 7 1/2"" (24.3 x 19.1 cm)","Alfred Stieglitz Collection. Gift of Georgia O'Keeffe","60.1950","Photograph","Photography","1950-01-06","Y",45240,"http://www.moma.org/collection/works/45240","http://www.moma.org/media/W1siZiIsIjEyMzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3db3624091f1d1af",NA,NA,NA,24.3,NA,NA,19.1,NA,NA
"72144","Untitled from the portfolio Flowers","Ruth Asawa","21","(American, 1926–2014)","(American)","(1926)","(2014)","(Female)","October 25-27, 1965","Lithograph","irreg. composition  7 3/16 x 8 1/8"" (18.3 x 20.6 cm)","Gift of Kleiner, Bell & Co.","1632.1967.4","Print","Prints & Illustrated Books","1974-01-10","N",77378,NA,NA,NA,NA,NA,18.3,NA,NA,20.6,NA,NA
"15985","In-text plate and text (folio 33) from DMT 42","Gerald Laing","3344","(British, 1936–2011)","(British)","(1936)","(2011)","(Male)","1969","One from an illustrated book with twenty-six screenprints","irreg. composition  16 9/16 x 12 1/4"" (42.1 x 31.2 cm)","Blanchette Hooker Rockefeller Fund","446.1970.17","Illustrated Book","Prints & Illustrated Books","1970-10-22","Y",17294,"http://www.moma.org/collection/works/17294",NA,NA,NA,NA,42.1,NA,NA,31.2,NA,NA
"29223","Headpiece (table of contents) from PASSION","Georges Rouault","5053","(French, 1871–1958)","(French)","(1871)","(1958)","(Male)","1928-1939","Wood engraving, printed in black","composition  4 13/16 x 7 13/16"" (12.2 x 19.8 cm)","The Louis E. Stern Collection","1044.1964.97","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",30596,NA,NA,NA,NA,NA,12.2,NA,NA,19.8,NA,NA
"66317","Arched Figure, only state, variant","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","1992-1993","Drypoint","plate: 7 15/16 x 14 15/16"" (20.1 x 37.9 cm); sheet: 22 1/16 x 30 5/16"" (56 x 77 cm)",NA,"548.1993","Print","Prints & Illustrated Books","1993-11-17","N",70951,NA,NA,NA,NA,NA,20.1,NA,NA,37.9,NA,NA
"116961","Ombre","Markus Raetz","4787","(Swiss, born 1941)","(Swiss)","(1941)","(0)","(Male)","2007","Portfolio of seventeen photogravures","plate: varies, see child records; sheet (each approx.): 14 3/4 x 11 3/4"" (37.5 x 29.8 cm)","Acquired through the generosity of The Print Associates Fund
","845.2013.1-17","Print","Prints & Illustrated Books","2013-10-10","Y",173194,"http://www.moma.org/collection/works/173194","http://www.moma.org/media/W1siZiIsIjI4NDA2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9666157b8adb9a49",NA,NA,NA,0,NA,NA,0,NA,NA
"7952","Plate (folio 18) from CENTURY OF THE COMMON MAN","Hugo Gellert","2115","(American, 1892–1985)","(American)","(1892)","(1985)","(Male)","1943",NA,"composition  15 1/16 x 13"" (38.3 x 33.1 cm)","Gift of Lincoln Kirstein","8.1947.5","Illustrated Book","Prints & Illustrated Books","1947-03-13","N",9101,NA,NA,NA,NA,NA,38.3,NA,NA,33.1,NA,NA
"82489","A Pekingese Chiropodist","John Thomson","5863","(British, 1837–1921)","(British)","(1837)","(1921)","(Male)","1874","Collotype","18 9/16 x 13 3/8"" (47.2 x 34 cm)
4 1/2 x 4 15/16"" (11.5 x 12.5 cm)","Gift of Warner Communications, Inc.","53.1981.192","Photograph","Photography","1981-02-26","N",92835,NA,NA,NA,NA,NA,47.2,NA,NA,34,NA,NA
"22787","Plate (folio 8) from L'Enchanteur pourrissant","André Derain","1500","(French, 1880–1954)","(French)","(1880)","(1954)","(Male)","1909","One from an illustrated book with thirty-two woodcuts","composition (irreg.): 8 3/16 x 6 3/4"" (20.8 x 17.1cm); page: 10 7/16 x 7 7/8"" (26.5 x 20 cm)","The Louis E. Stern Collection","784.1964.4","Illustrated Book","Prints & Illustrated Books","1964-10-06","Y",24159,"http://www.moma.org/collection/works/24159","http://www.moma.org/media/W1siZiIsIjE5MjkwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e7108618a288c87",NA,NA,NA,20.8,NA,NA,17.1,NA,NA
"26172","THE CERDAGNE (in-text plate, page 125) from CONCERT D'ÉTÉ","Aristide Maillol","3697","(French, 1861–1944)","(French)","(1861)","(1944)","(Male)","1945",NA,"irreg. composition  4 1/8 x 2 13/16"" (10.5 x 7.2 cm)","The Louis E. Stern Collection","901.1964.22","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",27545,NA,NA,NA,NA,NA,10.5,NA,NA,7.2,NA,NA
"29533","SMALL BACCHANTE (headpiece; volume I, page 108) from LES GÉORGIQUES (GEORGICA)","André Dunoyer de Segonzac","5318","(French, 1884–1974)","(French)","(1884)","(1974)","(Male)","1933-1947","Etching, printed in black","irreg. composition  5 x 7 3/4"" (12.8 x 19.7 cm)","The Louis E. Stern Collection","1055.1964.A32","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",30907,NA,NA,NA,NA,NA,12.8,NA,NA,19.7,NA,NA
"7421","""Praha matka mest,"" napsal prof. dr. V. V. Stech, upravil Ladislav Sutnar","Augustin Tschinkel","5952","(Czech, born 1905)","(Czech)","(1905)","(0)","(Male)","1930","Letterpress","8 1/4 x 11 5/8"" (21 x 29.5 cm)","Jan Tschichold Collection, Gift of Philip Johnson","1093.1999","Design","Architecture & Design","1999-12-10","Y",8568,"http://www.moma.org/collection/works/8568","http://www.moma.org/media/W1siZiIsIjExMzQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1c99c06da28588d5",NA,NA,NA,21,NA,NA,29.5,NA,NA
"103924","_Untitled_","Mateo López","38678","(Colombian, born 1978)","(Colombian)","(1978)","(0)","(Male)","(2008-10)","Pencil on paper","10 7/8 x 9 13/16"" (27.6 x 24.9 cm)","Latin American and Caribbean Fund","33.2011.55","Installation","Drawings","2010-10-13","N",141961,NA,NA,NA,0,NA,27.6225552451,NA,NA,24.9237998476,NA,NA
"21764","Progressive proof of first 6 colors for Plate 1 (supplementary suite, plate 11) from FOUR TALES FROM THE ARABIAN NIGHTS","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","1941-1948",NA,"irreg. composition  14 7/8 x 11 1/4"" (37.8 x 28.5 cm)","The Louis E. Stern Collection","759.1964.B11","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",23135,NA,NA,NA,NA,NA,37.8,NA,NA,28.5,NA,NA
"42700","CHURCH BEING MOVED TO OAK CREEK","Eugene Buechel","853","(American, born Germany. 1874–1954)","(American)","(1874)","(1954)","(Male)","August 23, 1935","Gelatin silver print","5 1/2 x 9 1/2"" (14 x 24.3 cm)","Gift of David Wing, 1976","66.1977.36","Photograph","Photography","1977-03-10","N",45456,NA,NA,NA,NA,NA,14,NA,NA,24.3,NA,NA
"41484","Tausendschön Rose","Paul L. Anderson","169","(American, 1880–1956)","(American)","(1880)","(1956)","(Male)","1941","Gelatin silver print (chlorobromide)","9 1/4 x 10 1/2"" (23.0 x 27.8 cm)","Gift of Mrs. Raymond C. Collins","28.1976","Photograph","Photography","1976-02-24","Y",44207,"http://www.moma.org/collection/works/44207","http://www.moma.org/media/W1siZiIsIjI0MDc1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6f6fc4d3bb28bae7",NA,NA,NA,23,NA,NA,27.8,NA,NA
"18165","Women of the Mangue (Mulheres do Mangue) from the portfolio Mangue","Lasar Segall","5317","(Brazilian, born Russia, 1891–1957)","(Brazilian)","(1891)","(1957)","(Male)","1941 (published 1943)","Lithograph with hand additions from a portfolio with three woodcuts, one lithograph with hand additions and forty-two line block reproductions","composition (irreg.): 13 x 9 5/8"" (33 x 24.5 cm); sheet: 13 5/8 x 9 3/4"" (34.6 x 24.8 cm)","Purchase","607.1949.4","Print","Prints & Illustrated Books","1949-09-29","Y",19515,"http://www.moma.org/collection/works/19515","http://www.moma.org/media/W1siZiIsIjE3MTA4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=24ec925d9084e90e",NA,NA,NA,33,NA,NA,24.5,NA,NA
"32065","The Eye of Fate","Oscar Bluemner","612","(American, born Germany. 1867–1938)","(American)","(1867)","(1938)","(Male)","(1927)","Watercolor on paper on board","13 3/8 x 10"" (33.8 x 25.3 cm)","Gift of James Graham and Sons","78.1960","Drawing","Drawings","1960-05-02","Y",33681,"http://www.moma.org/collection/works/33681","http://www.moma.org/media/W1siZiIsIjIwODE2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6423b3bf08f93e20",NA,NA,NA,34,NA,NA,25.4,NA,NA
"15681","Duplicate of IS SHE BELOVED? (added plate, inserted between frontispiece and title page) from LES ILLUMINATIONS","Fernand Léger","6624","(French, 1881–1955)","(French)","(1881)","(1955)","(Male)","1948-1950","Transfer lithograph, printed in black","irreg. composition  10 7/8 x 8 7/16"" (27.6 x 21.5 cm)","Gift of Mrs. Stanley Resor","421.1958.31","Illustrated Book","Prints & Illustrated Books","1959-03-02","N",16987,NA,NA,NA,NA,NA,27.6,NA,NA,21.5,NA,NA
